1318585538 0 1 0 0 0 0
1318587127 0 2 0 0 0 0
1318591200 0 2 1 0 0 0
1318701210 0 3 1 0 0 0
1318701284 0 4 1 0 0 0
1318753938 0 5 1 0 0 0
1318953496 1 5 1 0 0 0
1318953608 1 5 1 1 0 0
1318954025 1 5 1 2 0 0
1318955080 1 6 1 2 0 0
1318955126 1 7 1 2 0 0
1318966005 1 8 1 2 0 0
1318969544 1 9 1 2 0 0
1318972481 1 9 2 2 0 0
1319045980 1 10 2 2 0 0
1319046010 1 11 2 2 0 0
1319063849 2 11 2 2 0 0
1319095764 2 11 3 2 0 0
1319095817 3 11 3 2 0 0
1319095885 4 11 3 2 0 0
1319105900 5 11 3 2 0 0
1319111185 5 12 3 2 0 0
1319111800 5 13 3 2 0 0
1319112121 6 13 3 2 0 0
1319112180 6 14 3 2 0 0
1319112219 6 15 3 2 0 0
1319123353 7 15 3 2 0 0
1319123360 8 15 3 2 0 0
1319125340 9 15 3 2 0 0
1319126452 9 15 3 2 1 0
1319126661 9 15 3 2 2 0
1319128474 9 16 3 2 2 0
1319179033 10 16 3 2 2 0
1319179629 10 17 3 2 2 0
1319180446 11 17 3 2 2 0
1319215172 11 18 3 2 2 0
1319224301 11 19 3 2 2 0
1319283970 11 20 3 2 2 0
1319290846 12 20 3 2 2 0
1319290859 13 20 3 2 2 0
1319311983 13 21 3 2 2 0
1319311990 13 22 3 2 2 0
1319361401 13 23 3 2 2 0
1319389704 13 24 3 2 2 0
1319392997 14 24 3 2 2 0
1319393084 15 24 3 2 2 0
1319406963 15 24 4 2 2 0
1319443481 16 24 4 2 2 0
1319443503 17 24 4 2 2 0
1319443554 17 24 4 2 3 0
1319443891 17 24 4 2 4 0
1319443919 17 24 4 2 5 0
1319444136 17 24 4 2 6 0
1319452894 18 24 4 2 6 0
1319457595 19 24 4 2 6 0
1319459143 19 25 4 2 6 0
1319460242 19 25 5 2 6 0
1319482912 19 25 5 3 6 0
1319487974 19 25 5 4 6 0
1319488259 19 25 5 5 6 0
1319492747 19 26 5 5 6 0
1319568485 19 26 6 5 6 0
1319568560 19 26 7 5 6 0
1319572994 19 26 7 6 6 0
1319573124 19 26 7 7 6 0
1319573158 19 26 7 8 6 0
1319573236 19 26 7 9 6 0
1319573461 19 26 7 10 6 0
1319580632 19 26 8 10 6 0
1319622338 20 26 8 10 6 0
1319622740 21 26 8 10 6 0
1319623210 21 26 9 10 6 0
1319623402 22 26 9 10 6 0
1319623613 23 26 9 10 6 0
1319623634 24 26 9 10 6 0
1319623675 25 26 9 10 6 0
1319629452 26 26 9 10 6 0
1319645506 26 26 10 10 6 0
1319648713 26 26 10 11 6 0
1319648782 26 26 10 12 6 0
1319648908 27 26 10 12 6 0
1319649063 28 26 10 12 6 0
1319649384 28 27 10 12 6 0
1319649504 28 28 10 12 6 0
1319650154 29 28 10 12 6 0
1319661467 29 28 11 12 6 0
1319666429 29 28 12 12 6 0
1319667196 29 28 13 12 6 0
1319712081 30 28 13 12 6 0
1319747622 30 29 13 12 6 0
1319750959 31 29 13 12 6 0
1319752722 32 29 13 12 6 0
1319757451 33 29 13 12 6 0
1319786618 33 29 13 12 7 0
1319788022 34 29 13 12 7 0
1319790030 34 29 13 12 8 0
1319791361 35 29 13 12 8 0
1319792008 36 29 13 12 8 0
1319792804 37 29 13 12 8 0
